day,minute,p_quiet,p_lunch,p_afternoon,p_dinner,predicted_regime,true_regime
7,845,0.2085,0.4209,0.1897,0.1809,1,2
7,846,0.1838,0.4885,0.1645,0.1633,1,2
7,847,0.1681,0.531,0.1503,0.1506,1,2
7,848,0.0476,0.7498,0.0563,0.1463,1,2
7,849,0.1193,0.5875,0.1234,0.1698,1,2
7,850,0.0476,0.739,0.0553,0.1581,1,2
7,851,0.1191,0.58,0.1228,0.1782,1,2
7,852,0.0476,0.7196,0.0561,0.1766,1,2
7,853,0.0975,0.6494,0.1007,0.1525,1,2
7,854,0.1543,0.5191,0.1509,0.1757,1,2
7,855,0.0476,0.6818,0.0598,0.2108,1,2
7,856,0.206,0.0515,0.686,0.0565,2,2
7,857,0.2232,0.151,0.5039,0.1219,2,2
7,858,0.2433,0.183,0.409,0.1647,2,2
7,859,0.2568,0.2031,0.3471,0.193,2,2
7,860,0.2446,0.2712,0.2814,0.2028,2,2
7,861,0.2331,0.3225,0.2396,0.2048,1,2
7,862,0.249,0.296,0.2376,0.2174,1,2
7,863,0.2359,0.3354,0.2146,0.2141,1,2
7,864,0.2266,0.3624,0.2007,0.2104,1,2
7,865,0.2205,0.3796,0.1926,0.2073,1,2
7,866,0.24,0.3346,0.2075,0.2179,1,2
7,867,0.2318,0.3539,0.1987,0.2156,1,2
7,868,0.2478,0.3169,0.2111,0.2241,1,2
7,869,0.0476,0.388,0.0772,0.4872,3,2
7,870,0.1062,0.3776,0.1267,0.3896,3,2
7,871,0.1566,0.3306,0.1676,0.3453,3,2
7,872,0.1928,0.2993,0.1928,0.3151,3,2
7,873,0.2047,0.3125,0.1951,0.2878,1,2
7,874,0.2131,0.3209,0.1964,0.2696,1,2
7,875,0.2338,0.2937,0.2101,0.2624,1,2
7,876,0.0476,0.2652,0.078,0.6091,3,2
7,877,0.1364,0.0481,0.7402,0.0754,2,2
7,878,0.1829,0.1163,0.5641,0.1366,2,2
7,879,0.2089,0.176,0.435,0.1801,2,2
7,880,0.2242,0.2171,0.3509,0.2077,2,2
7,881,0.137,0.0477,0.7637,0.0516,2,2
7,882,0.0804,0.0476,0.8234,0.0485,2,2
7,883,0.1421,0.1265,0.6087,0.1227,2,2
7,884,0.0476,0.1639,0.1714,0.6172,3,2
7,885,0.0972,0.0477,0.7874,0.0676,2,2
7,886,0.1555,0.117,0.5957,0.1319,2,2
7,887,0.1955,0.161,0.4701,0.1735,2,2
7,888,0.0476,0.1374,0.1287,0.6863,3,2
7,889,0.0476,0.0725,0.0581,0.8218,3,2
7,890,0.1083,0.1161,0.1246,0.651,3,2
7,891,0.1477,0.1518,0.1593,0.5412,3,2
7,892,0.1834,0.1745,0.1877,0.4544,3,2
7,893,0.2099,0.1914,0.2052,0.3936,3,2
7,894,0.1515,0.0477,0.7407,0.0601,2,2
7,895,0.0476,0.0932,0.241,0.6182,3,2
7,896,0.0811,0.0477,0.805,0.0662,2,2
7,897,0.1442,0.1172,0.6075,0.1312,2,2
7,898,0.1843,0.1659,0.4681,0.1817,2,2
7,899,0.0476,0.0905,0.1193,0.7426,3,2
7,900,0.0476,0.0551,0.0556,0.8417,3,2
7,901,0.0476,0.0519,0.0522,0.8483,3,2
7,902,0.1034,0.1001,0.1153,0.6811,3,2
7,903,0.1499,0.1372,0.1603,0.5527,3,2
7,904,0.1847,0.1644,0.1882,0.4626,3,2
7,905,0.0476,0.0607,0.0629,0.8288,3,2
7,906,0.1082,0.108,0.1276,0.6562,3,2
7,907,0.1537,0.143,0.1681,0.5352,3,2
7,908,0.1877,0.1687,0.1933,0.4504,3,2
7,909,0.1326,0.0476,0.7527,0.0671,2,2
7,910,0.1804,0.1163,0.5723,0.1309,2,2
7,911,0.213,0.1602,0.4544,0.1724,2,2
7,912,0.0476,0.0646,0.1083,0.7794,3,2
7,913,0.109,0.1118,0.1571,0.6221,3,2
7,914,0.1093,0.0476,0.7616,0.0814,2,2
7,915,0.1638,0.1164,0.5787,0.1412,2,2
7,916,0.0476,0.0589,0.1267,0.7668,3,2
7,917,0.0476,0.0491,0.0536,0.8497,3,2
7,918,0.1024,0.0958,0.1149,0.6869,3,2
7,919,0.1491,0.1341,0.16,0.5567,3,2
7,920,0.1841,0.1623,0.1881,0.4655,3,2
7,921,0.2102,0.1829,0.2054,0.4015,3,2
7,922,0.2202,0.1921,0.2073,0.3804,3,2
7,923,0.2275,0.1985,0.2085,0.3656,3,2
7,924,0.2328,0.203,0.2092,0.3551,3,2
7,925,0.2366,0.206,0.2096,0.3478,3,2
7,926,0.2491,0.2142,0.2181,0.3186,3,2
7,927,0.2584,0.2203,0.2233,0.2981,3,2
7,928,0.2557,0.2186,0.2186,0.3071,3,2
7,929,0.1363,0.0476,0.7495,0.0665,2,2
7,930,0.183,0.1163,0.5702,0.1305,2,2
7,931,0.0476,0.0514,0.1095,0.7915,3,2
7,932,0.1088,0.1026,0.1579,0.6307,3,2
7,933,0.1023,0.0476,0.7518,0.0983,2,2
7,934,0.1585,0.1161,0.5725,0.1529,2,2
7,935,0.193,0.1573,0.4433,0.2064,2,2
7,936,0.2144,0.1814,0.3589,0.2453,2,2
7,937,0.0476,0.0496,0.0707,0.832,3,2
7,938,0.1012,0.0946,0.1229,0.6813,3,2
7,939,0.106,0.0476,0.7265,0.1199,2,2
7,940,0.1578,0.114,0.5428,0.1854,2,2
7,941,0.1963,0.1576,0.4358,0.2103,2,2
7,942,0.216,0.1808,0.3531,0.25,2,2
7,943,0.2277,0.1936,0.2996,0.2791,2,2
7,944,0.0476,0.0487,0.0627,0.841,3,2
7,945,0.0476,0.0477,0.0495,0.8551,3,2
7,946,0.1,0.0921,0.1097,0.6982,3,2
7,947,0.1075,0.0476,0.7028,0.1421,2,2
7,948,0.0658,0.0476,0.8322,0.0543,2,2
7,949,0.132,0.1166,0.6147,0.1367,2,2
7,950,0.1746,0.1576,0.4692,0.1986,2,2
7,951,0.2012,0.1808,0.3735,0.2446,2,2
7,952,0.2258,0.2004,0.3251,0.2487,2,2
7,953,0.2431,0.213,0.2931,0.2507,2,2
7,954,0.115,0.0476,0.7658,0.0716,2,2
7,955,0.1679,0.1165,0.5812,0.1344,2,2
7,956,0.1989,0.1568,0.4466,0.1978,2,2
7,957,0.0896,0.0476,0.7994,0.0633,2,2
7,958,0.0476,0.048,0.1121,0.7923,3,2
7,959,0.1002,0.0929,0.1437,0.6632,3,2
7,960,0.1355,0.1224,0.1626,0.5795,3,2
7,961,0.1742,0.1541,0.1901,0.4817,3,2
7,962,0.0476,0.0477,0.0516,0.8531,3,2
7,963,0.0984,0.0907,0.109,0.7019,3,2
7,964,0.1328,0.1193,0.1416,0.6063,3,2
7,965,0.1568,0.1389,0.161,0.5433,3,2
7,966,0.0476,0.0477,0.0504,0.8543,3,2
7,967,0.098,0.0903,0.1079,0.7038,3,2
7,968,0.1319,0.1185,0.1404,0.6092,3,2
7,969,0.1711,0.1508,0.1758,0.5023,3,2
7,970,0.2005,0.1745,0.1978,0.4273,3,2
7,971,0.1244,0.0476,0.7008,0.1272,2,2
7,972,0.0696,0.0476,0.8227,0.06,2,2
7,973,0.0613,0.0476,0.8364,0.0547,2,2
7,974,0.1283,0.116,0.6137,0.142,2,2
7,975,0.0476,0.0477,0.0671,0.8376,3,2
7,976,0.0476,0.0476,0.0484,0.8563,3,2
7,977,0.0969,0.0894,0.1056,0.7081,3,2
7,978,0.0476,0.0476,0.0487,0.856,3,2
7,979,0.0968,0.0892,0.1055,0.7085,3,2
7,980,0.0476,0.0476,0.0487,0.8561,3,2
7,981,0.0921,0.0476,0.4854,0.3749,2,2
7,982,0.1371,0.1034,0.3655,0.394,3,2
7,983,0.1648,0.1357,0.2933,0.4062,3,2
7,984,0.0476,0.0476,0.0509,0.8539,3,2
7,985,0.0962,0.0888,0.106,0.7091,3,2
7,986,0.1281,0.1153,0.1364,0.6202,3,2
7,987,0.0476,0.0476,0.0487,0.856,3,2
7,988,0.0476,0.0476,0.0481,0.8567,3,2
7,989,0.0476,0.0476,0.048,0.8567,3,2
7,990,0.0902,0.0476,0.4261,0.436,3,2
7,991,0.1446,0.108,0.3619,0.3855,3,2
7,992,0.0476,0.0476,0.0507,0.8541,3,2
7,993,0.1078,0.0986,0.1198,0.6738,3,2
7,994,0.0476,0.0476,0.0484,0.8564,3,2
7,995,0.0951,0.0878,0.1034,0.7136,3,2
7,996,0.1259,0.1134,0.1334,0.6273,3,2
7,997,0.1466,0.1303,0.1506,0.5725,3,2
7,998,0.1821,0.1594,0.1821,0.4765,3,2
7,999,0.2086,0.1807,0.2016,0.4091,3,2
7,1000,0.0476,0.0476,0.049,0.8558,3,2
7,1001,0.0476,0.0476,0.0479,0.8569,3,2
7,1002,0.0944,0.0872,0.1024,0.716,3,2
7,1003,0.1244,0.1121,0.1317,0.6318,3,2
7,1004,0.0476,0.0476,0.0482,0.8566,3,2
7,1005,0.0476,0.0476,0.0479,0.8569,3,2
7,1006,0.094,0.0869,0.1019,0.7172,3,2
7,1007,0.0476,0.0476,0.048,0.8568,3,2
7,1008,0.0938,0.0867,0.1017,0.7177,3,2
7,1009,0.1426,0.1274,0.1517,0.5783,3,2
7,1010,0.1188,0.0476,0.4624,0.3712,2,2
7,1011,0.0476,0.0476,0.0495,0.8552,3,2
7,1012,0.1078,0.0986,0.119,0.6746,3,2
7,1013,0.106,0.0476,0.3897,0.4567,3,2
7,1014,0.1554,0.1073,0.3379,0.3995,3,2
7,1015,0.191,0.148,0.3031,0.3579,3,2
7,1016,0.1955,0.1596,0.2505,0.3944,3,2
7,1017,0.1959,0.1641,0.2185,0.4215,3,2
7,1018,0.2193,0.185,0.2248,0.3709,3,2
7,1019,0.2365,0.1998,0.2284,0.3353,3,2
7,1020,0.2492,0.2104,0.2303,0.3101,3,3
7,1021,0.1623,0.0476,0.5083,0.2818,2,3
7,1022,0.0476,0.0476,0.0493,0.8555,3,3
7,1023,0.1078,0.0985,0.1189,0.6748,3,3
7,1024,0.1531,0.1362,0.1625,0.5483,3,3
7,1025,0.1212,0.0476,0.3662,0.4651,3,3
7,1026,0.1659,0.1068,0.3223,0.405,3,3
7,1027,0.1984,0.1474,0.2928,0.3615,3,3
7,1028,0.222,0.1751,0.2729,0.33,3,3
7,1029,0.2143,0.1752,0.232,0.3786,3,3
7,1030,0.2329,0.1931,0.2331,0.3409,3,3
7,1031,0.2199,0.1846,0.2085,0.3871,3,3
7,1032,0.2367,0.1992,0.2178,0.3464,3,3
7,1033,0.2492,0.2097,0.2234,0.3178,3,3
7,1034,0.2584,0.2172,0.2267,0.2976,3,3
7,1035,0.2653,0.2226,0.2286,0.2834,3,3
7,1036,0.2704,0.2265,0.2297,0.2734,3,3
7,1037,0.2741,0.2293,0.2303,0.2664,0,3
7,1038,0.2768,0.2312,0.2306,0.2614,0,3
7,1039,0.2788,0.2326,0.2307,0.2578,0,3
7,1040,0.2803,0.2336,0.2307,0.2554,0,3
7,1041,0.2814,0.2343,0.2307,0.2536,0,3
7,1042,0.2821,0.2348,0.2307,0.2523,0,3
7,1043,0.2558,0.2137,0.2097,0.3208,3,3
7,1044,0.2631,0.2198,0.2177,0.2995,3,3
7,1045,0.2685,0.2242,0.2227,0.2846,3,3
7,1046,0.2726,0.2275,0.2258,0.2741,3,3
7,1047,0.2472,0.2071,0.2052,0.3405,3,3
7,1048,0.2567,0.215,0.215,0.3133,3,3
7,1049,0.2336,0.1966,0.1968,0.373,3,3
7,1050,0.2465,0.2073,0.2099,0.3362,3,3
7,1051,0.2563,0.2152,0.218,0.3104,3,3
7,1052,0.2636,0.221,0.2231,0.2923,3,3
7,1053,0.269,0.2252,0.2262,0.2796,3,3
7,1054,0.273,0.2283,0.228,0.2707,0,3
7,1055,0.276,0.2305,0.2291,0.2644,0,3
7,1056,0.1845,0.0476,0.2587,0.5092,3,3
7,1057,0.2098,0.1047,0.2512,0.4343,3,3
7,1058,0.2288,0.1445,0.2456,0.381,3,3
7,1059,0.2431,0.1722,0.2416,0.343,3,3
7,1060,0.221,0.1687,0.2083,0.402,3,3
7,1061,0.0476,0.0476,0.0477,0.857,3,3
7,1062,0.1078,0.0985,0.1178,0.6759,3,3
7,1063,0.153,0.1361,0.1618,0.549,3,3
7,1064,0.187,0.1637,0.1892,0.4601,3,3
7,1065,0.2123,0.1839,0.2061,0.3977,3,3
7,1066,0.2312,0.1986,0.2164,0.3538,3,3
7,1067,0.2452,0.2092,0.2226,0.323,3,3
7,1068,0.2556,0.2168,0.2263,0.3013,3,3
7,1069,0.2632,0.2223,0.2285,0.286,3,3
7,1070,0.0476,0.0476,0.0477,0.8571,3,3
7,1071,0.0886,0.0823,0.0955,0.7337,3,3
7,1072,0.0728,0.0476,0.0804,0.7991,3,3
7,1073,0.1264,0.0995,0.1384,0.6356,3,3
7,1074,0.1669,0.1375,0.1747,0.521,3,3
7,1075,0.1972,0.1651,0.1972,0.4406,3,3
7,1076,0.2198,0.1851,0.211,0.384,3,3
7,1077,0.2367,0.1996,0.2194,0.3443,3,3
7,1078,0.2492,0.21,0.2244,0.3163,3,3
7,1079,0.2585,0.2175,0.2274,0.2966,3,3
7,1080,0.2654,0.2228,0.2291,0.2827,3,3
7,1081,0.2704,0.2267,0.23,0.2729,3,3
7,1082,0.2741,0.2294,0.2305,0.266,0,3
7,1083,0.2768,0.2313,0.2307,0.2611,0,3
7,1084,0.2788,0.2327,0.2308,0.2577,0,3
7,1085,0.2803,0.2337,0.2308,0.2552,0,3
7,1086,0.2814,0.2344,0.2307,0.2535,0,3
7,1087,0.2822,0.2349,0.2307,0.2523,0,3
7,1088,0.2827,0.2352,0.2306,0.2514,0,3
7,1089,0.2832,0.2354,0.2306,0.2508,0,3
7,1090,0.2835,0.2356,0.2306,0.2504,0,3
7,1091,0.2837,0.2357,0.2305,0.2501,0,3
7,1092,0.2838,0.2358,0.2305,0.2498,0,3
7,1093,0.284,0.2359,0.2305,0.2497,0,3
7,1094,0.284,0.2359,0.2305,0.2496,0,3
7,1095,0.2841,0.236,0.2304,0.2495,0,3
7,1096,0.2841,0.236,0.2304,0.2494,0,3
7,1097,0.2842,0.236,0.2304,0.2494,0,3
7,1098,0.2842,0.236,0.2304,0.2494,0,3
7,1099,0.2842,0.236,0.2304,0.2494,0,3
7,1100,0.2842,0.236,0.2304,0.2493,0,3
7,1101,0.2842,0.236,0.2304,0.2493,0,3
7,1102,0.2842,0.236,0.2304,0.2493,0,3
7,1103,0.2842,0.236,0.2304,0.2493,0,3
7,1104,0.2842,0.236,0.2304,0.2493,0,3
7,1105,0.2843,0.236,0.2304,0.2493,0,3
7,1106,0.2843,0.236,0.2304,0.2493,0,3
7,1107,0.2843,0.236,0.2304,0.2493,0,3
7,1108,0.2843,0.236,0.2304,0.2493,0,3
7,1109,0.2843,0.236,0.2304,0.2493,0,3
7,1110,0.2496,0.2084,0.2036,0.3384,3,3
7,1111,0.2584,0.2159,0.2139,0.3119,3,3
7,1112,0.265,0.2214,0.2203,0.2933,3,3
7,1113,0.27,0.2254,0.2244,0.2802,3,3
7,1114,0.2737,0.2284,0.2268,0.2711,0,3
7,1115,0.2765,0.2305,0.2284,0.2646,0,3
7,1116,0.2785,0.2321,0.2293,0.2601,0,3
7,1117,0.28,0.2332,0.2298,0.2569,0,3
7,1118,0.2812,0.234,0.2301,0.2547,0,3
7,1119,0.282,0.2346,0.2303,0.2531,0,3
7,1120,0.2826,0.235,0.2304,0.252,0,3
7,1121,0.283,0.2353,0.2304,0.2512,0,3
7,1122,0.2834,0.2355,0.2305,0.2507,0,3
7,1123,0.2836,0.2357,0.2305,0.2503,0,3
7,1124,0.2838,0.2358,0.2305,0.25,0,3
7,1125,0.2839,0.2358,0.2305,0.2498,0,3
7,1126,0.2486,0.2077,0.203,0.3407,3,3
7,1127,0.2576,0.2153,0.2136,0.3135,3,3
7,1128,0.2645,0.221,0.2201,0.2944,3,3
7,1129,0.2696,0.2252,0.2242,0.281,3,3
7,1130,0.2364,0.1986,0.1974,0.3677,3,3
7,1131,0.2486,0.2088,0.2102,0.3324,3,3
7,1132,0.2578,0.2163,0.2182,0.3077,3,3
7,1133,0.2647,0.2218,0.2231,0.2904,3,3
7,1134,0.2698,0.2258,0.2262,0.2783,3,3
7,1135,0.2736,0.2287,0.228,0.2697,0,3
7,1136,0.2764,0.2307,0.2291,0.2637,0,3
7,1137,0.2785,0.2323,0.2298,0.2595,0,3
7,1138,0.244,0.2045,0.2018,0.3496,3,3
7,1139,0.0476,0.0476,0.0476,0.8571,3,3
7,1140,0.1078,0.0985,0.1178,0.676,3,0
7,1141,0.153,0.1361,0.1618,0.5491,3,0
7,1142,0.187,0.1637,0.1891,0.4601,3,0
7,1143,0.2123,0.1839,0.206,0.3977,3,0
7,1144,0.2312,0.1986,0.2164,0.3539,3,0
7,1145,0.2452,0.2092,0.2226,0.323,3,0
7,1146,0.0476,0.0476,0.0476,0.8571,3,0
7,1147,0.1078,0.0985,0.1178,0.676,3,0
7,1148,0.153,0.1361,0.1618,0.5491,3,0
7,1149,0.187,0.1637,0.1891,0.4601,3,0
7,1150,0.2123,0.1839,0.206,0.3977,3,0
7,1151,0.1924,0.1667,0.1807,0.4602,3,0
7,1152,0.2162,0.1858,0.2005,0.3976,3,0
7,1153,0.1946,0.1677,0.1778,0.4599,3,0
7,1154,0.0476,0.0476,0.0476,0.8571,3,0
7,1155,0.0865,0.0805,0.0929,0.7401,3,0
7,1156,0.137,0.1228,0.1462,0.594,3,0
7,1157,0.175,0.154,0.1794,0.4916,3,0
7,1158,0.1653,0.1452,0.1628,0.5267,3,0
7,1159,0.158,0.1388,0.1532,0.55,3,0
7,1160,0.1905,0.1654,0.1835,0.4606,3,0
7,1161,0.1759,0.153,0.1663,0.5048,3,0
7,1162,0.1651,0.144,0.1559,0.535,3,0
7,1163,0.1957,0.1692,0.185,0.4501,3,0
7,1164,0.2186,0.1877,0.2032,0.3905,3,0
7,1165,0.1971,0.1696,0.1801,0.4533,3,0
7,1166,0.2195,0.1879,0.1999,0.3927,3,0
7,1167,0.2364,0.2012,0.2122,0.3502,3,0
7,1168,0.0476,0.0476,0.0476,0.8571,3,0
7,1169,0.0868,0.0807,0.0933,0.7392,3,0
7,1170,0.1088,0.0991,0.1151,0.6771,3,0
7,1171,0.1538,0.1365,0.16,0.5498,3,0
7,1172,0.1875,0.1639,0.188,0.4606,3,0
7,1173,0.2127,0.184,0.2053,0.398,3,0
7,1174,0.1937,0.1676,0.1813,0.4575,3,0
7,1175,0.2171,0.1865,0.2008,0.3957,3,0
7,1176,0.0476,0.0476,0.0476,0.8571,3,0
7,1177,0.1078,0.0985,0.1178,0.676,3,0
7,1178,0.0476,0.0476,0.0476,0.8571,3,0
7,1179,0.1078,0.0985,0.1178,0.676,3,0
7,1180,0.153,0.1361,0.1618,0.5491,3,0
7,1181,0.0476,0.0476,0.0476,0.8571,3,0
7,1182,0.0872,0.0811,0.0938,0.7379,3,0
7,1183,0.1097,0.0998,0.116,0.6745,3,0
7,1184,0.1544,0.137,0.1606,0.548,3,0
7,1185,0.0563,0.0476,0.0477,0.8484,3,0
7,1186,0.0476,0.0476,0.0476,0.8571,3,0
7,1187,0.0874,0.0813,0.094,0.7373,3,0
7,1188,0.1377,0.1234,0.1469,0.592,3,0
7,1189,0.1755,0.1544,0.1799,0.4902,3,0
7,1190,0.0476,0.0476,0.0476,0.8571,3,0
7,1191,0.1078,0.0985,0.1178,0.676,3,0
7,1192,0.153,0.1361,0.1618,0.5491,3,0
7,1193,0.1525,0.135,0.1541,0.5584,3,0
7,1194,0.0552,0.0476,0.0476,0.8496,3,0
7,1195,0.0915,0.0817,0.0945,0.7322,3,0
7,1196,0.1407,0.1238,0.1471,0.5885,3,0
7,1197,0.1777,0.1547,0.1799,0.4877,3,0
7,1198,0.0476,0.0476,0.0476,0.8571,3,0
7,1199,0.1078,0.0985,0.1178,0.676,3,0
7,1200,0.1235,0.1113,0.1298,0.6353,3,0
7,1201,0.1648,0.1455,0.1692,0.5206,3,0
7,1202,0.1957,0.1705,0.1936,0.4401,3,0
7,1203,0.2188,0.1888,0.2087,0.3836,3,0
7,1204,0.2013,0.1736,0.1866,0.4385,3,0
7,1205,0.1873,0.1618,0.1724,0.4785,3,0
7,1206,0.0476,0.0476,0.0476,0.8571,3,0
7,1207,0.0495,0.0476,0.0476,0.8553,3,0
7,1208,0.0895,0.0823,0.0953,0.7329,3,0
7,1209,0.0476,0.0476,0.0476,0.8571,3,0
7,1210,0.1078,0.0985,0.1178,0.676,3,0
7,1211,0.0476,0.0476,0.0476,0.8571,3,0
7,1212,0.0888,0.0824,0.0956,0.7332,3,0
7,1213,0.1129,0.1025,0.1195,0.6651,3,0
7,1214,0.1569,0.139,0.1627,0.5414,3,0
7,1215,0.1575,0.1389,0.1574,0.5462,3,0
7,1216,0.1902,0.1656,0.1862,0.458,3,0
7,1217,0.2146,0.1852,0.2041,0.3962,3,0
7,1218,0.1998,0.1723,0.1852,0.4427,3,0
7,1219,0.2216,0.1899,0.2032,0.3853,3,0
7,1220,0.0582,0.0476,0.0476,0.8466,3,0
7,1221,0.0476,0.0476,0.0476,0.8571,3,0
7,1222,0.0895,0.083,0.0964,0.7311,3,0
7,1223,0.0476,0.0476,0.0476,0.8571,3,0
7,1224,0.1078,0.0985,0.1178,0.676,3,0
7,1225,0.0509,0.0476,0.0476,0.8538,3,0
7,1226,0.0915,0.0833,0.0968,0.7284,3,0
7,1227,0.1159,0.1043,0.1216,0.6582,3,0
7,1228,0.1591,0.1403,0.1641,0.5366,3,0
7,1229,0.1914,0.1668,0.1905,0.4513,3,0
7,1230,0.2156,0.1861,0.2068,0.3915,3,0
7,1231,0.2336,0.2001,0.2168,0.3495,3,0
7,1232,0.247,0.2103,0.2228,0.3199,3,0
7,1233,0.2274,0.1937,0.2013,0.3776,3,0
7,1234,0.2421,0.2054,0.2129,0.3395,3,0
7,1235,0.2232,0.1897,0.195,0.3921,3,0
7,1236,0.0476,0.0476,0.0476,0.8571,3,0
7,1237,0.0489,0.0476,0.0476,0.8558,3,0
7,1238,0.1087,0.0985,0.1177,0.675,3,0
7,1239,0.1537,0.1361,0.1617,0.5484,3,0
7,1240,0.159,0.1401,0.1603,0.5407,3,0
7,1241,0.1913,0.1665,0.188,0.4541,3,0
7,1242,0.0476,0.0476,0.0476,0.8571,3,0
7,1243,0.0489,0.0476,0.0476,0.8559,3,0
7,1244,0.0489,0.0476,0.0476,0.8559,3,0
7,1245,0.0476,0.0476,0.0476,0.8571,3,0
7,1246,0.0476,0.0476,0.0476,0.8571,3,0
7,1247,0.0488,0.0476,0.0476,0.8559,3,0
7,1248,0.0476,0.0476,0.0476,0.8571,3,0
7,1249,0.0488,0.0476,0.0476,0.856,3,0
7,1250,0.1086,0.0985,0.1177,0.6751,3,0
7,1251,0.0476,0.0476,0.0476,0.8571,3,0
7,1252,0.0476,0.0476,0.0476,0.8571,3,0
7,1253,0.0476,0.0476,0.0476,0.8571,3,0
7,1254,0.0487,0.0476,0.0476,0.856,3,0
7,1255,0.0928,0.0854,0.0996,0.7222,3,0
7,1256,0.0476,0.0476,0.0476,0.8571,3,0
7,1257,0.0487,0.0476,0.0476,0.8561,3,0
7,1258,0.0931,0.0856,0.1,0.7214,3,0
7,1259,0.121,0.109,0.1276,0.6424,3,0
7,1260,0.0503,0.0476,0.0476,0.8545,3,0
7,1261,0.0476,0.0476,0.0476,0.8571,3,0
7,1262,0.0487,0.0476,0.0476,0.8561,3,0
7,1263,0.0476,0.0476,0.0476,0.8571,3,0
7,1264,0.093,0.0861,0.1006,0.7203,3,0
7,1265,0.0495,0.0476,0.0476,0.8553,3,0
7,1266,0.0476,0.0476,0.0476,0.8571,3,0
7,1267,0.0476,0.0476,0.0476,0.8571,3,0
7,1268,0.0934,0.0864,0.1011,0.7191,3,0
7,1269,0.1423,0.1272,0.1513,0.5793,3,0
7,1270,0.0507,0.0476,0.0476,0.8541,3,0
7,1271,0.0486,0.0476,0.0476,0.8561,3,0
7,1272,0.1085,0.0985,0.1178,0.6753,3,0
7,1273,0.0476,0.0476,0.0476,0.8571,3,0
7,1274,0.0476,0.0476,0.0476,0.8571,3,0
7,1275,0.0476,0.0476,0.0476,0.8571,3,0
7,1276,0.0485,0.0476,0.0476,0.8562,3,0
7,1277,0.0476,0.0476,0.0476,0.8571,3,0
7,1278,0.0485,0.0476,0.0476,0.8562,3,0
7,1279,0.0476,0.0476,0.0476,0.8571,3,0
7,1280,0.0485,0.0476,0.0476,0.8563,3,0
7,1281,0.0485,0.0476,0.0476,0.8563,3,0
7,1282,0.0485,0.0476,0.0476,0.8563,3,0
7,1283,0.0954,0.0877,0.1028,0.7141,3,0
7,1284,0.0476,0.0476,0.0476,0.8571,3,0
7,1285,0.0485,0.0476,0.0476,0.8563,3,0
7,1286,0.0485,0.0476,0.0476,0.8563,3,0
7,1287,0.1084,0.0985,0.1178,0.6754,3,0
7,1288,0.0476,0.0476,0.0476,0.8571,3,0
7,1289,0.0476,0.0476,0.0476,0.8571,3,0
7,1290,0.0476,0.0476,0.0476,0.8571,3,0
7,1291,0.0484,0.0476,0.0476,0.8563,3,0
7,1292,0.0476,0.0476,0.0476,0.8571,3,0
7,1293,0.0959,0.0885,0.104,0.7116,3,0
7,1294,0.0476,0.0476,0.0476,0.8571,3,0
7,1295,0.0476,0.0476,0.0476,0.8571,3,0
7,1296,0.0962,0.0887,0.1043,0.7107,3,0
7,1297,0.1285,0.1156,0.136,0.62,3,0
7,1298,0.0476,0.0476,0.0476,0.8571,3,0
7,1299,0.0476,0.0476,0.0476,0.8571,3,0
7,1300,0.0966,0.0891,0.1048,0.7095,3,0
7,1301,0.0476,0.0476,0.0476,0.8571,3,0
7,1302,0.0968,0.0893,0.105,0.7089,3,0
7,1303,0.0491,0.0476,0.0476,0.8557,3,0
7,1304,0.0979,0.0895,0.1053,0.7074,3,0
7,1305,0.0476,0.0476,0.0476,0.8571,3,0
7,1306,0.0972,0.0896,0.1055,0.7077,3,0
7,1307,0.0476,0.0476,0.0476,0.8571,3,0
7,1308,0.0476,0.0476,0.0476,0.8571,3,0
7,1309,0.0483,0.0476,0.0476,0.8564,3,0
7,1310,0.0483,0.0476,0.0476,0.8564,3,0
7,1311,0.0483,0.0476,0.0476,0.8564,3,0
7,1312,0.0476,0.0476,0.0476,0.8571,3,0
7,1313,0.0476,0.0476,0.0476,0.8571,3,0
7,1314,0.0483,0.0476,0.0476,0.8565,3,0
7,1315,0.0985,0.0904,0.1065,0.7046,3,0
7,1316,0.0476,0.0476,0.0476,0.8571,3,0
7,1317,0.0476,0.0476,0.0476,0.8571,3,0
7,1318,0.0483,0.0476,0.0476,0.8565,3,0
7,1319,0.0476,0.0476,0.0476,0.8571,3,0
7,1320,0.0483,0.0476,0.0476,0.8565,3,0
7,1321,0.0991,0.0909,0.1072,0.7028,3,0
7,1322,0.0476,0.0476,0.0476,0.8571,3,0
7,1323,0.0483,0.0476,0.0476,0.8565,3,0
7,1324,0.0994,0.0911,0.1076,0.7019,3,0
7,1325,0.1346,0.1205,0.1422,0.6027,3,0
7,1326,0.0495,0.0476,0.0476,0.8553,3,0
7,1327,0.0476,0.0476,0.0476,0.8571,3,0
7,1328,0.0482,0.0476,0.0476,0.8565,3,0
7,1329,0.0483,0.0476,0.0476,0.8565,3,0
7,1330,0.1082,0.0985,0.1178,0.6755,3,0
7,1331,0.0476,0.0476,0.0476,0.8571,3,0
7,1332,0.0476,0.0476,0.0476,0.8571,3,0
7,1333,0.0482,0.0476,0.0476,0.8565,3,0
7,1334,0.0482,0.0476,0.0476,0.8565,3,0
7,1335,0.1004,0.092,0.1088,0.6989,3,0
7,1336,0.0476,0.0476,0.0476,0.8571,3,0
